Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2020,JAN THRU MAR,,STATE,WYOMING,56,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,1,
SURVEY,2020,APR THRU JUN,,STATE,ALABAMA,1,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"4,100",
SURVEY,2020,APR THRU JUN,,STATE,ALABAMA,1,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,48,
SURVEY,2020,APR THRU JUN,,STATE,ARIZONA,4,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,300",
SURVEY,2020,APR THRU JUN,,STATE,ARIZONA,4,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,5,
SURVEY,2020,APR THRU JUN,,STATE,ARKANSAS,5,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,900",
SURVEY,2020,APR THRU JUN,,STATE,ARKANSAS,5,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,11,
SURVEY,2020,APR THRU JUN,,STATE,CALIFORNIA,6,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"74,000",
SURVEY,2020,APR THRU JUN,,STATE,CALIFORNIA,6,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,6,
SURVEY,2020,APR THRU JUN,,STATE,COLORADO,8,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,100",
SURVEY,2020,APR THRU JUN,,STATE,COLORADO,8,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,8,
SURVEY,2020,APR THRU JUN,,STATE,CONNECTICUT,9,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,30,
SURVEY,2020,APR THRU JUN,,STATE,CONNECTICUT,9,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,1,
SURVEY,2020,APR THRU JUN,,STATE,FLORIDA,12,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"39,000",
SURVEY,2020,APR THRU JUN,,STATE,FLORIDA,12,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,12,
SURVEY,2020,APR THRU JUN,,STATE,GEORGIA,13,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"10,000",
SURVEY,2020,APR THRU JUN,,STATE,GEORGIA,13,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,7,
SURVEY,2020,APR THRU JUN,,STATE,HAWAII,15,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,40,
SURVEY,2020,APR THRU JUN,,STATE,HAWAII,15,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED, (Z),
SURVEY,2020,APR THRU JUN,,STATE,IDAHO,16,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"14,500",
SURVEY,2020,APR THRU JUN,,STATE,IDAHO,16,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,18,
SURVEY,2020,APR THRU JUN,,STATE,ILLINOIS,17,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2020,APR THRU JUN,,STATE,ILLINOIS,17,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,13,
SURVEY,2020,APR THRU JUN,,STATE,INDIANA,18,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,920,
SURVEY,2020,APR THRU JUN,,STATE,INDIANA,18,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,8,
SURVEY,2020,APR THRU JUN,,STATE,IOWA,19,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"3,600",
SURVEY,2020,APR THRU JUN,,STATE,IOWA,19,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,12,
SURVEY,2020,APR THRU JUN,,STATE,KANSAS,20,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,440,
SURVEY,2020,APR THRU JUN,,STATE,KANSAS,20,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,6,
SURVEY,2020,APR THRU JUN,,STATE,KENTUCKY,21,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,200",
SURVEY,2020,APR THRU JUN,,STATE,KENTUCKY,21,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,11,
SURVEY,2020,APR THRU JUN,,STATE,LOUISIANA,22,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,800",
SURVEY,2020,APR THRU JUN,,STATE,LOUISIANA,22,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,3,
SURVEY,2020,APR THRU JUN,,STATE,MAINE,23,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,300",
SURVEY,2020,APR THRU JUN,,STATE,MAINE,23,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,6,
SURVEY,2020,APR THRU JUN,,STATE,MARYLAND,24,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,680,
SURVEY,2020,APR THRU JUN,,STATE,MARYLAND,24,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,9,
SURVEY,2020,APR THRU JUN,,STATE,MASSACHUSETTS,25,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,740,
SURVEY,2020,APR THRU JUN,,STATE,MASSACHUSETTS,25,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,5,
SURVEY,2020,APR THRU JUN,,STATE,MICHIGAN,26,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,600",
SURVEY,2020,APR THRU JUN,,STATE,MICHIGAN,26,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,3,
SURVEY,2020,APR THRU JUN,,STATE,MINNESOTA,27,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"6,500",
SURVEY,2020,APR THRU JUN,,STATE,MINNESOTA,27,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,5,
SURVEY,2020,APR THRU JUN,,STATE,MISSISSIPPI,28,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2020,APR THRU JUN,,STATE,MISSISSIPPI,28,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,8,
SURVEY,2020,APR THRU JUN,,STATE,MISSOURI,29,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,390,
SURVEY,2020,APR THRU JUN,,STATE,MISSOURI,29,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,6,
SURVEY,2020,APR THRU JUN,,STATE,MONTANA,30,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"3,800",
SURVEY,2020,APR THRU JUN,,STATE,MONTANA,30,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,3,
SURVEY,2020,APR THRU JUN,,STATE,NEBRASKA,31,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,800",
SURVEY,2020,APR THRU JUN,,STATE,NEBRASKA,31,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,5,
SURVEY,2020,APR THRU JUN,,STATE,NEW JERSEY,34,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,760,
SURVEY,2020,APR THRU JUN,,STATE,NEW JERSEY,34,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,4,
SURVEY,2020,APR THRU JUN,,STATE,NEW MEXICO,35,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,50,
SURVEY,2020,APR THRU JUN,,STATE,NEW MEXICO,35,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,1,
SURVEY,2020,APR THRU JUN,,STATE,NEW YORK,36,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"4,900",
SURVEY,2020,APR THRU JUN,,STATE,NEW YORK,36,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,9,
SURVEY,2020,APR THRU JUN,,STATE,NORTH CAROLINA,37,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,600",
SURVEY,2020,APR THRU JUN,,STATE,NORTH CAROLINA,37,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,6,
SURVEY,2020,APR THRU JUN,,STATE,NORTH DAKOTA,38,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"17,500",
SURVEY,2020,APR THRU JUN,,STATE,NORTH DAKOTA,38,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,4,
SURVEY,2020,APR THRU JUN,,STATE,OHIO,39,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,700",
SURVEY,2020,APR THRU JUN,,STATE,OHIO,39,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,10,
SURVEY,2020,APR THRU JUN,,STATE,OKLAHOMA,40,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2020,APR THRU JUN,,STATE,OKLAHOMA,40,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,9,
SURVEY,2020,APR THRU JUN,,STATE,OREGON,41,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,500",
SURVEY,2020,APR THRU JUN,,STATE,OREGON,41,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,3,
SURVEY,2020,APR THRU JUN,,STATE,OTHER STATES,,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,250,
SURVEY,2020,APR THRU JUN,,STATE,OTHER STATES,,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,3,
SURVEY,2020,APR THRU JUN,,STATE,PENNSYLVANIA,42,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,000",
SURVEY,2020,APR THRU JUN,,STATE,PENNSYLVANIA,42,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,4,
SURVEY,2020,APR THRU JUN,,STATE,SOUTH CAROLINA,45,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,700",
SURVEY,2020,APR THRU JUN,,STATE,SOUTH CAROLINA,45,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,9,
SURVEY,2020,APR THRU JUN,,STATE,SOUTH DAKOTA,46,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"4,600",
SURVEY,2020,APR THRU JUN,,STATE,SOUTH DAKOTA,46,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,2,
SURVEY,2020,APR THRU JUN,,STATE,TENNESSEE,47,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,200",
SURVEY,2020,APR THRU JUN,,STATE,TENNESSEE,47,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,9,
SURVEY,2020,APR THRU JUN,,STATE,TEXAS,48,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"25,000",
SURVEY,2020,APR THRU JUN,,STATE,TEXAS,48,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,6,
SURVEY,2020,APR THRU JUN,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,700",
SURVEY,2020,APR THRU JUN,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,9,
SURVEY,2020,APR THRU JUN,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,260,
SURVEY,2020,APR THRU JUN,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,4,
SURVEY,2020,APR THRU JUN,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,200",
SURVEY,2020,APR THRU JUN,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,15,
SURVEY,2020,APR THRU JUN,,STATE,WASHINGTON,53,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"3,100",
SURVEY,2020,APR THRU JUN,,STATE,WASHINGTON,53,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,3,
SURVEY,2020,APR THRU JUN,,STATE,WEST VIRGINIA,54,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,570,
SURVEY,2020,APR THRU JUN,,STATE,WEST VIRGINIA,54,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,8,
SURVEY,2020,APR THRU JUN,,STATE,WISCONSIN,55,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,700",
SURVEY,2020,APR THRU JUN,,STATE,WISCONSIN,55,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,3,
SURVEY,2020,APR THRU JUN,,STATE,WYOMING,56,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,600",
SURVEY,2020,APR THRU JUN,,STATE,WYOMING,56,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,7,
